censusVersion,repository,headSha,path,coordinateKind,coordinateId,line,engine,excerptSha256,family,intendedOwner,disposition,measurement,cause,generatedBy,notes
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/FUNDING.yml,file,file:.github/FUNDING.yml,1,actions-yaml,3f6296febc6d696ff76125d83a131d0de787627346cbe158a6a06d508ccd6bec,other,FT1 adjudication,reduce,MEASURED,,census-generator.py,
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/dependabot.yml,file,file:.github/dependabot.yml,1,actions-yaml,edd21521f937b049d60d74f357d5fded2b28b43b4f02e79acb67a610f526004b,other,FT1 adjudication,reduce,MEASURED,,census-generator.py,
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/metadata.yaml,file,file:.github/metadata.yaml,1,actions-yaml,b71c2910b6dd8f493715413447288a4dc8d406d4c5892848e11555e4089b6bba,other,FT1 adjudication,reduce,MEASURED,,census-generator.py,
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,file,file:.github/workflows/activation-baseline-sweep.yml,1,actions-yaml,20e974ee0aceaafad48ce444171c5dc0c338d0c5a950a62ebe8aeb20f188b096,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,expression,expr:.github/workflows/activation-baseline-sweep.yml:0,29,actions-expression,e14c01566eab6ac42ceedd9a2f11a947599f683b5debdedb70a79182b2f53bb4,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,expression,expr:.github/workflows/activation-baseline-sweep.yml:1,31,actions-expression,f424fdb168c9c50996f67cb01084cce612883cf518689979a1586c4aea252f35,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,expression,expr:.github/workflows/activation-baseline-sweep.yml:2,71,actions-expression,b0b4874b09a9966ca23ae6277bda8db457125060fc4715580b586668f86e91dd,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,expression,expr:.github/workflows/activation-baseline-sweep.yml:3,72,actions-expression,0652e1d07991046215de282722f4d304b5bef9141e897d5f00413d7ffaf73ee2,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,uses-edge,uses:.github/workflows/activation-baseline-sweep.yml:0,38,actions-yaml,66f7a65eb62ee2d070b1775d0f6a6daee19b1bcaa4487e4d1d82ac949d085abd,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,step-security/harden-runner@bf7454d06d71f1098171f2acdf0cd4708d7b5920
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,run-block,run:.github/workflows/activation-baseline-sweep.yml:0,44,shell,60a5c78f7fd0e034723b9c412b378082fb6b2de05f29a9e48e5f4e8237bccaf3,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:0:1,46,shell,00e13ed7af55b27622f1d6eab5bec0147e68efe28dc2b12461117afa1a5ed40e,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,work
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:0:3,48,shell,427e4b79b1f0fc90306cbe064b1297b21dc6835bfa656d3bf46bc156e3f24bb0,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,curl
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:0:6,51,shell,f21a4654f95f0a78a4583e2f6e02c128b9d6695596c051cc10ae59253f36f2d9,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,manifest_digest
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:0:12,57,shell,faefbbbf05cb9cfb18112dde743b3eb327b5b26426f4206583a2fb4cb9cc344d,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,grep
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:0:17,62,shell,1e142e6277b12b7e1110478a24caee8f006a9349e86970c890203d6266209463,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,install
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:0:18,63,shell,1e142e6277b12b7e1110478a24caee8f006a9349e86970c890203d6266209463,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,install
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:0:19,64,shell,e44b4bd707c540bca8615b21f850fb41e02029701df241d179c1a5f3acbf5bf1,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,cp
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,run-block,run:.github/workflows/activation-baseline-sweep.yml:1,73,shell,0e7e44d55c94825a44a03e39cf5b5bf444f5986aa34c2fac81d7fee3887f9245,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:1,75,shell,21a3230e03772a58aff1b3709a9e232850916337e1fba95c434076b6668c6e08,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,workspace
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:2,76,shell,9a881b9b9f23849475296a8cd768ea1965bc3152df7118e60c145975af6aa58a,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,git
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:3,77,shell,d297734f1756dcbd0072a52806d08ae535608a6f8f1e3f53e2299683b6e9c307,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,workspace_sha
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:4,78,shell,b11a85b296a90afc460430434a504e7acb04b064575b7277724688af0e59d189,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,inventory
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:5,79,shell,c84d384f2a25cca2a8fde5eb61b0f81f728e5f778a232211b176ea80143877bc,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,jq
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:7,81,shell,04d588cb41b8022d1233924f0fe8280d9e2bb92cdc81658eb102ef9c42fc9452,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,smoke
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:11,85,shell,16592bc53a716a79685eb8b2ef5f7093e3adb58a8e2b6257cbb8e557f4da1bee,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,selected_roots
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:13,87,shell,16592bc53a716a79685eb8b2ef5f7093e3adb58a8e2b6257cbb8e557f4da1bee,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,selected_roots
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:16,90,shell,6f32860910ca0fb2a20c7fda143666b09dbf8db5238195c90a586fb542ff0cad,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,receipt
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:17,91,shell,fe14010b4fe83303852f0467c919ef9a7ca089b91e96e3aad7d426dd87079297,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,ledger
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:19,93,shell,9e38fe9364a05cbc322132ba9930aa550accfea4128a4bede5fc53a72ad2d6e7,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,manifest_json
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:23,97,shell,a7937b64b8caa58f03721bb6bacf5c78cb235febe0e70b1b84cd99541461a08e,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,first
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:24,98,shell,fc99c152d84713fe276da3f905807ab166666451a8736224efc2fee710658d5f,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,eligible
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:25,99,shell,3b066804f6d1d077173cfe4d06002e6a61e6f21c2b2e648417962115f1afcd8e,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,clean
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:26,100,shell,09f1beeed8602c4f98efe475a5cbd8f8abdb1350e13c6c21a77ab8879ac6bf7f,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,noncompliant
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:27,101,shell,6973dddd3ef9cb6a2932702f31777faad9c9bf3124d147a84f31aadb6d139546,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,blocked
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:28,102,shell,cfa5ad96f5be4fc290f591b8afd957551315abbb0a68cdf7660849d8829d644f,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,excluded
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:29,103,shell,967dd4a091e2d8c87a87ab800ebe981a30157c447bf234a95263d6befdad7973,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,emit
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:40,114,shell,97b6ae0c076d7688a915f34879a1955b30d5d909526f3247d243ab1a7d801f42,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,adjudicate
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:43,117,shell,761b7ad8ad439b2855fcbb611331c646ef0870b0631247bba3f3025cb6df5a53,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,summary
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:44,118,shell,6c621d1a05138a7888d37d9269a9da8e2e11e4aced2f6cfd24b05ab1b9e61bb0,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,rules
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:45,119,shell,3d7db37d08f9140fd09f12b9621cd0954b6d56a9d2f357fb2c7f5d62636d2fd1,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,files
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:46,120,shell,c6ba710e0c0945154c332272b8928a770070ca436c1d511dbe56c6e600a0f7de,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,violations
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:49,123,shell,9ea93027fff41cb7593333cf932e135eec56f5e72a291fc2ceb5979fb7b8539b,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,LAST_CLASSIFICATION
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:50,124,shell,967dd4a091e2d8c87a87ab800ebe981a30157c447bf234a95263d6befdad7973,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,emit
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:52,126,shell,09f1beeed8602c4f98efe475a5cbd8f8abdb1350e13c6c21a77ab8879ac6bf7f,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,noncompliant
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:53,127,shell,9ea93027fff41cb7593333cf932e135eec56f5e72a291fc2ceb5979fb7b8539b,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,LAST_CLASSIFICATION
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:54,128,shell,967dd4a091e2d8c87a87ab800ebe981a30157c447bf234a95263d6befdad7973,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,emit
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:56,130,shell,3b066804f6d1d077173cfe4d06002e6a61e6f21c2b2e648417962115f1afcd8e,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,clean
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:57,131,shell,9ea93027fff41cb7593333cf932e135eec56f5e72a291fc2ceb5979fb7b8539b,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,LAST_CLASSIFICATION
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:58,132,shell,967dd4a091e2d8c87a87ab800ebe981a30157c447bf234a95263d6befdad7973,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,emit
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:60,134,shell,6973dddd3ef9cb6a2932702f31777faad9c9bf3124d147a84f31aadb6d139546,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,blocked
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:61,135,shell,9ea93027fff41cb7593333cf932e135eec56f5e72a291fc2ceb5979fb7b8539b,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,LAST_CLASSIFICATION
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:62,136,shell,967dd4a091e2d8c87a87ab800ebe981a30157c447bf234a95263d6befdad7973,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,emit
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:70,144,shell,0fcd568a5cb9bdb4677b69354b11ee415af8f784519cff3da49a26f84eaee7f2,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,control
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:71,145,shell,54ca18484a9533b0cd0376098f1e3f6fe617e938c97985078a25fab4ffc5a595,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,control_output
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:73,147,shell,715f26a274590a639340395c5b87f57bfb3cc032c2c7f6a66977eb6090e86b8d,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,SWIFT_LINTER_BUNDLE
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:74,148,shell,c0bc13cc93ea5b7bdaf9e4ba93a62bf6fbd8357cd475a4e6faa722c21442dacc,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,swift-linter-runner
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:75,149,shell,db1f5836535fd15ce08f6323778e351ac5c922d351c4d2049ed4fec295cb3b76,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,control_status
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:77,151,shell,9db63c907edb53e8a3da2884a62e4530ba168fa1a5c7cb9944f127259ff8677b,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,control_summary
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:78,152,shell,7d0633762ced214004787d34da0087a0ba2c9c0a5739a3c2887073e67c6d843b,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,control_rules
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:79,153,shell,896bdaf56d9136f0103f4677a11a3d330cbe2efc50e026ce778ecc0e5ed7a670,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,control_files
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:82,156,shell,77af778b51abd4a3c51c5ddd97204a9c3ae614ebccb75a606c3b6865aed6744e,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,cat
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:85,159,shell,97b6ae0c076d7688a915f34879a1955b30d5d909526f3247d243ab1a7d801f42,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,adjudicate
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:89,163,shell,071ca2227754705837aa3ef9748ed59e9f8a015fd765c42f391a4cbc271c6d5e,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,repo
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:90,164,shell,1e6ed65d77d6364eeaed5a745ba5c4985ae2b700dd85d7cf7f027bdf294a33fc,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,bundle
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:92,166,shell,5451adc8e90babce15e6a7b19520358e71246de78013e77a5feebcd844133ed2,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,primitives
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:93,167,shell,0b21aaddae93d0233f598f4d15c6bdc695206094e89cba27044e721a83c79219,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,standards
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:94,168,shell,3fe0057f62178ce8b6f7d33377c5afdc6433bf024787cfac44fe0b48de78a2ae,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,foundations
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:96,170,shell,6973dddd3ef9cb6a2932702f31777faad9c9bf3124d147a84f31aadb6d139546,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,blocked
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:97,171,shell,967dd4a091e2d8c87a87ab800ebe981a30157c447bf234a95263d6befdad7973,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,emit
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:98,172,shell,e256ee8e7aff6957a781d8328f0f68e26996564c81fa458da59fbca2305138ad,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,continue
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:102,176,shell,45447b7afbd5e544f7d0f1df0fccd26014d9850130abd3f020b89ff96b82079f,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,metadata
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:103,177,shell,6973dddd3ef9cb6a2932702f31777faad9c9bf3124d147a84f31aadb6d139546,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,blocked
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:104,178,shell,967dd4a091e2d8c87a87ab800ebe981a30157c447bf234a95263d6befdad7973,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,emit
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:105,179,shell,e256ee8e7aff6957a781d8328f0f68e26996564c81fa458da59fbca2305138ad,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,continue
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:108,182,shell,cfa5ad96f5be4fc290f591b8afd957551315abbb0a68cdf7660849d8829d644f,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,excluded
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:109,183,shell,967dd4a091e2d8c87a87ab800ebe981a30157c447bf234a95263d6befdad7973,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,emit
1,swift-institute/.github,e401daed52ce5a34dbc9c873365fed5a48bc622b,.github/workflows/activation-baseline-sweep.yml,command-reference,cmd:.github/workflows/activation-baseline-sweep.yml:1:110,184,shell,e256ee8e7aff6957a781d8328f0f68e26996564c81fa458da59fbca2305138ad,central-workflow,named Swift owners (F2-F16),reduce,MEASURED,,census-generator.py,continue
